,Book_ID,Book Title,Book Subtitle,Book Author,Book Narrator,Audio Runtime,Audiobook_Type,Categories,Rating,Total No. of Ratings,Price
1854,1855,The Golden Key to Strategy,101 Lessons in Winning Small Victories Every Day,Gary Gagliardi,Gary Gagliardi,7 hrs and 19 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.5,10.0,$19.95 
1855,1856,School of Biblical Evangelism,"101 Lessons: How to Share Your Faith Simply, Effectively, Biblically...the Way Jesus Did",Ray Comfort,Ray Comfort,5 hrs and 39 mins,Unabridged Audiobook,Religion & Spirituality,4.9,21.0,$17.47 
1856,1857,101 Questions to Ask Before You Get Engaged,,H. Norman Wright,Patrick Miller,1 hr and 22 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.6,83.0,$6.95 
1857,1858,101 Real Estate Tips for Buying a House,"The Ultimate Collection of Tips, Tactics, and More for Getting a Great Deal",Jeff Leighton,Adam Dubeau,2 hrs and 40 mins,Unabridged Audiobook,Money & Finance,4.8,16.0,$6.95 
1858,1859,Unlearn,101 Simple Truths for a Better Life,Humble the Poet,Humble the Poet,3 hrs and 55 mins,Unabridged Audiobook,Literature & Fiction,4.7,1159.0,$20.52 
1859,1860,101 Tactics for Spiritual Warfare,"Live a Life of Victory, Overcome the Enemy, and Break Demonic Cycles",Jennifer LeClaire,Nan McNamara,7 hrs and 28 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,85.0,$22.74 
1860,1861,101 Tough Conversations to Have with Employees,"A Manager's Guide to Addressing Performance, Conduct, and Discipline Challenges",Paul Falcone,Adam Lofbomm,12 hrs and 45 mins,Unabridged Audiobook,Business & Careers,4.5,10.0,$34.22 
1861,1862,Choose the Life You Want,101 Ways to Create Your Own Road to Happiness,Tal Ben-Shahar,Traber Burns,5 hrs and 50 mins,Unabridged Audiobook,Business & Careers,4.4,121.0,$18.86 
1862,1863,101 Ways to Magnetize Money...in Any Economy,,Matt Furey,Matt Furey,5 hrs,Unabridged Audiobook,Money & Finance,4.6,80.0,$42.95 
1863,1864,101 Ways to Transform Your Life,,Dr. Wayne W. Dyer,Dr. Wayne W. Dyer,56 mins,Unabridged Audiobook,Health & Wellness,4.5,426.0,$7.67 
1864,1865,Do You Speak Le Québécois?,101+ Most Common Canadian French Expressions and Words You Need to Know,S. Tremblay,Martin Landry,44 mins,Unabridged Audiobook,Education & Learning,5,8.0,$3.95 
1865,1866,102 Minutes,The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer,Ron McLarty,5 hrs and 58 mins,Abridged Audiobook,History,4.4,609.0,$26.95 
1866,1867,The 104-Storey Treehouse,,Andy Griffiths,Stig Wemyss,2 hrs and 5 mins,Unabridged Audiobook,,4.7,14.0,$7.63 
1867,1868,Miracles Now,"108 Life-Changing Tools for Less Stress, More Flow, and Finding Your True Purpose",Gabrielle Bernstein,Gabrielle Bernstein,4 hrs and 37 mins,Unabridged Audiobook,Health & Wellness,4.7,534.0,$17.47 
1868,1869,Comfortable with Uncertainty,108 Teachings on Cultivating Fearlessness and Compassion,Pema Chödrön,Joanna Rotte,3 hrs and 51 mins,Unabridged Audiobook,Health & Wellness,4.7,244.0,$14.00 
1869,1870,Keys to Heaven's Economy,10th Anniversary Edition,Shawn Bolz,Greg Simms,3 hrs and 14 mins,Unabridged Audiobook,Religion & Spirituality,4.9,366.0,$14.95 
1870,1871,10th Anniversary,"The Women's Murder Club, Book 10",James Patterson,Carolyn McCormick,7 hrs and 55 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4,22.0,$21.32 
1871,1872,All You Need to Know About the Music Business,10th Edition,Donald S. Passman,Fred Sanders,20 hrs and 28 mins,Unabridged Audiobook,Arts & Entertainment,4.8,95.0,$28.34 
1872,1873,The 10X Rule by Grant Cardone - Book Summary,,Dean Bokhari,Dean Bokhari,24 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.5,41.0,$3.49 
1873,1874,10万円から始める! 小型株集中投資で1億円 実践バイブル,,遠藤 洋,林 竜太郎,6 hrs and 54 mins,Unabridged Audiobook,Business & Careers,,,$24.82 
1874,1875,Meth Head Syndrome,,Catcher O' Men,411 Audio,1 min,Unabridged Audiobook,Home & Garden,2.3,31.0,$3.95 
1875,1876,Cocaine's Powerful Grip,,Catcher O' Men,411 Audio,1 min,Unabridged Audiobook,,4,4.0,$3.95 
1876,1877,Gettysburg Address,,Abraham Lincoln,Ryan Vincent Anderson,2 mins,Unabridged Audiobook,Literature & Fiction,4.8,339.0,$0.00 
1877,1878,"Are There Really Only Four Spiritual Laws?: The Four ""L""S of Life","Spiritual Treasury, Book 1",Catcher O' Men,411 Audio,2 mins,,,5 out of 5 stars,55.0,$3.95 
1878,1879,Serial Killers,What Makes Them Tick?,Max Khan,T. Sassy,2 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",3.8,5.0,$3.95 
1879,1880,Mott v. Duncan Petroleum,Short Case Brief on Common Law Marriage,A. Biographer,411 Audio,2 mins,Unabridged Audiobook,Politics & Social Sciences,5,4.0,$3.95 
1880,1881,Dialogues with the Master: Part 21,,Max Khan,Edward Lloyd,2 mins,Unabridged Audiobook,Politics & Social Sciences,5,1.0,$3.95 
1881,1882,"Daily Aphorisms: February 11, 2017",,Max Khan,411 Audio,2 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",,,$3.95 
1882,1883,Pete the Cat,Big Easter Adventure,James Dean,Teddy Walsh,3 mins,Unabridged Audiobook,Children's Audiobooks,4.4,19.0,$2.27 
1883,1884,Clifford the Big Red Dog,,Norman Bridwell,Stephanie D'Abruzzo,3 mins,Unabridged Audiobook,Children's Audiobooks,4.3,119.0,$1.95 
1884,1885,Is Demythologization a Real Option?,,Philo Sophist,411 Audio,3 mins,Unabridged Audiobook,Religion & Spirituality,5,3.0,$3.95 
1885,1886,"Black Light Driving, Partying, and Intersections",,A. Biographer,411 Audio,3 mins,Unabridged Audiobook,Science & Engineering,5,1.0,$3.95 
1886,1887,Money-Changers Have Taken Over the Temple (and the World!),,Philo Sophist,411 Audio,3 mins,Unabridged Audiobook,Religion & Spirituality,5,2.0,$3.95 
1887,1888,Did You Miss a Teachable Moment?,,Philo Sophist,411 Audio,3 mins,Unabridged Audiobook,Health & Wellness,5,3.0,$3.95 
1888,1889,FEC v. Akins,,A. Biographer,411 Audio,3 mins,Unabridged Audiobook,,5,1.0,$3.95 
1889,1890,"Daily Aphorisms: January 30, 2017",,J.-M. Kuczynski,Steve Biddle,3 mins,Unabridged Audiobook,,5,1.0,$3.95 
1890,1891,"Daily Proverbs: January 17, 2017",,Interfaith Ministry,Clive Johnson,3 mins,Unabridged Audiobook,,,,$3.95 
1891,1892,Warning: This Product Can Kill True Love,Pornography and the Teenager,Catcher O Men,411 Audio,3 mins,Unabridged Audiobook,Arts & Entertainment,5,4.0,$3.95 
1892,1893,"Aphorisms: January 5, 2017",,J.-M. Kuczynski,Clive Johnson,3 mins,Unabridged Audiobook,Politics & Social Sciences,5,1.0,$3.95 
1893,1894,Dialogues with the Master: Part 12,,Max Khan,Edward Lloyd,3 mins,Unabridged Audiobook,Politics & Social Sciences,5,1.0,$3.95 
1894,1895,"Aphorisms: January 8, 2017",,J.-M. Kuczynski,Steve Biddle,3 mins,Unabridged Audiobook,,5,1.0,$3.95 
1895,1896,"Dialogues with the Master, Part 20",,Max Khan,411 Audio,3 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",,,$3.95 
1896,1897,"Daily Aphorisms: February 12, 2017",,Max Khan,411 Audio,3 mins,Unabridged Audiobook,,,,$3.95 
1897,1898,"Daily Aphorisms: February 10, 2017",,Max Khan,411 Audio,3 mins,Unabridged Audiobook,,,,$3.95 
1898,1899,"Daily Aphorisms: February 7, 2017",,Max Khan,411 Audio,3 mins,Unabridged Audiobook,,,,$3.95 
1899,1900,The Ant and the Butterfly,,Dina Gregory,Lucy Price-Lewis,4 mins,Unabridged Audiobook,Children's Audiobooks,3.9,97.0,$0.00 
1900,1901,Goodnight Moon,,Margaret Wise Brown,Buffy Allen,4 mins,Unabridged Audiobook,Children's Audiobooks,4.6,914.0,$0.99 
1901,1902,When I Feel Frustrated,"Children's Book About Anger & Frustration Management, Children Books Ages 3 - 5, Kids, Preschool Books (Self-Regulation Skills)",Michael Gordon,Teresa Booth,4 mins,Unabridged Audiobook,Children's Audiobooks,3.9,9.0,$3.95 
1902,1903,Spring Clean,,Dina Gregory,Nneka Okoye,4 mins,Unabridged Audiobook,Children's Audiobooks,4,45.0,$0.00 
1903,1904,Don't Let The Pigeon Stay Up Late!,,Mo Willems,Mo Willems,4 mins,Unabridged Audiobook,Children's Audiobooks,4.8,138.0,$6.99 
1904,1905,The Napping House,,Audrey Wood,Melissa Leebaert,4 mins,Unabridged Audiobook,Children's Audiobooks,4.7,393.0,$0.99 
1905,1906,Five Star Review System,,Max Khan,T. Sassy,4 mins,Unabridged Audiobook,,5,2.0,$3.95 
1906,1907,Aquinas and the Conflux of Cultures,,Philo Sophist,411 Audio,4 mins,Unabridged Audiobook,History,5,4.0,$3.95 
1907,1908,Is It Really the Sin of Ham?,A Brief Glance at a Controversial Passage in Genesis,A. Biographer,411 Audio,4 mins,Unabridged Audiobook,Religion & Spirituality,5,3.0,$3.95 
1908,1909,"Daily Proverbs, January 29, 2017",,Interfaith Ministry,Clive Johnson,4 mins,Unabridged Audiobook,,,,$3.95 
1909,1910,Methods of Apologetics,A Very Brief Exploration,Philo Sophist,411 Audio,4 mins,Unabridged Audiobook,Religion & Spirituality,1.8,5.0,$3.95 
1910,1911,County of Sacramento v. Lewis: Case Briefing,,A. Biographer,411 Audio,4 mins,Unabridged Audiobook,,5,2.0,$3.95 
1911,1912,"Daily Aphorisms: February 1, 2017",,Max Khan,411 Audio,4 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",,,$3.95 
1912,1913,Benjamin Celebrates Hanukkah: The Jewish Festival of Lights,"Educational Book for Kids about Judaism, Celebrations, Jewish Traditions",Virginie Alliel,Joseph A. Batzel,4 mins,Unabridged Audiobook,Children's Audiobooks,5,3.0,$3.95 
1913,1914,"Dialogues with the Master, Part 15",,Max Khan,Ted Gitzke,4 mins,Unabridged Audiobook,Politics & Social Sciences,,,$3.95 
1914,1915,"Daily Proverbs: January 16, 2017",,Interfaith Ministry,Clive Johnson,4 mins,Unabridged Audiobook,,,,$3.95 
1915,1916,Green Eggs and Ham,,Dr. Seuss,Jason Alexander,5 mins,Unabridged Audiobook,Children's Audiobooks,4.8,1004.0,$2.79 
1916,1917,Where the Wild Things Are,,Maurice Sendak,Peter Schickele,5 mins,Unabridged Audiobook,Children's Audiobooks,4.6,1256.0,$1.95 
1917,1918,Dr. Seuss's ABC,,Dr. Seuss,Jason Alexander,5 mins,Unabridged Audiobook,Children's Audiobooks,4.6,213.0,$2.79 
1918,1919,Dragons Love Tacos 2,The Sequel,Adam Rubin,Adam Rubin,5 mins,Unabridged Audiobook,Children's Audiobooks,4.9,44.0,$7.00 
1919,1920,In Charge of Moonlight,,Dina Gregory,Matt Addis,5 mins,Unabridged Audiobook,Teen,4,79.0,$0.00 
1920,1921,The Little Girl Who Had to Go Pee,,Max Khan,T. Sassy,5 mins,Unabridged Audiobook,,5,2.0,$3.95 
1921,1922,Can Time Have a Beginning?,,Philo Sophist,411 Audio,5 mins,Unabridged Audiobook,Politics & Social Sciences,5,3.0,$3.95 
1922,1923,Are Good and Evil Definable Properties Across Cultures and Eras?,,Philo Sophist,411 Audio,5 mins,Unabridged Audiobook,Politics & Social Sciences,5,3.0,$3.95 
1923,1924,Douglas Corporation v. Green,Racial Discrimination in Human Resources or Employer's Rights?,A. Biographer,411 Audio,5 mins,Unabridged Audiobook,Politics & Social Sciences,5,1.0,$3.95 
1924,1925,Why Is Google Marketing Mental Health?: (redux),,J. R. Collins,411 Audio,5 mins,Unabridged Audiobook,Health & Wellness,5,1.0,$3.95 
1925,1926,Where Did Queer Disappear?,,Philo Sophist,411 Audio,5 mins,Unabridged Audiobook,Health & Wellness,5,2.0,$3.95 
1926,1927,When to File an Incident Report,,Max Khan,T. Sassy,5 mins,Unabridged Audiobook,,5,2.0,$3.95 
1927,1928,There Was an Old Lady Who Swallowed a Fly,,Simms Taback,Stuart Blinder,5 mins,Unabridged Audiobook,Children's Audiobooks,4.1,9.0,$7.00 
1928,1929,"Daily Proverbs, February 6, 2017",,Interfaith Ministry,411 Audio,5 mins,Unabridged Audiobook,,,,$3.95 
1929,1930,My Little Brave Girl,,Hilary Duff,Hilary Duff,5 mins,Unabridged Audiobook,Children's Audiobooks,4.3,6.0,$7.00 
1930,1931,The Killing Trivia,Best Extracts from The Killing (American TV) Interactive Quiz,J.R. Collins,411 Audio,5 mins,Unabridged Audiobook,Arts & Entertainment,5,6.0,$3.95 
1931,1932,Gingerella,,Dina Gregory,Amy Enticknap,6 mins,Unabridged Audiobook,Children's Audiobooks,4.5,203.0,$0.00 
1932,1933,The Chocolate Tree,,Dina Gregory,Angus King,6 mins,Unabridged Audiobook,Children's Audiobooks,4.2,144.0,$0.00 
1933,1934,Go the F--k to Sleep,,Adam Mansbach,Samuel L. Jackson,6 mins,Unabridged Audiobook,Literature & Fiction,4.4,21100.0,$1.95 
1934,1935,Dragons Love Tacos,,Adam Rubin,Adam Rubin,6 mins,Unabridged Audiobook,Children's Audiobooks,4.7,167.0,$7.00 
1935,1936,Harold & the Purple Crayon,,Crockett Johnson,Owen Jordan,6 mins,Unabridged Audiobook,Children's Audiobooks,4.6,448.0,$0.99 
1936,1937,The Good Egg,,Jory John,Dan Bittner,6 mins,Unabridged Audiobook,Children's Audiobooks,4.7,56.0,$2.27 
1937,1938,A Priori Knowledge,A Dialogue,J.-M. Kuczynski,Norma Jean Gradsky,6 mins,Unabridged Audiobook,Politics & Social Sciences,5,5.0,$3.95 
1938,1939,The Plan,Episode 1,J.-M. Kuczynski,Norma Jean Gradsky,6 mins,Unabridged Audiobook,Literature & Fiction,5,9.0,$3.95 
1939,1940,Bicycle Lanes and You,,Max Khan,T. Sassy,6 mins,Unabridged Audiobook,Health & Wellness,5,2.0,$3.95 
1940,1941,"Daily Proverbs: February 3, 2017",,Interfaith Ministry,Kevin Lynn Scrudders,6 mins,Unabridged Audiobook,,,,$3.95 
1941,1942,The Plan Episode 8: Turning Small Opportunities into Big Ones,,J.-M. Kuczynski,Norma Jean Gradsky,6 mins,Unabridged Audiobook,,5,1.0,$3.95 
1942,1943,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",,Judith Viorst,Johnny Heller,6 mins,Unabridged Audiobook,Children's Audiobooks,4.5,81.0,$9.09 
1943,1944,Sexual Fantasies: Volume 6,,Gina Pearl,Scottie Calif,6 mins,Unabridged Audiobook,Erotica,4,2.0,$3.95 
1944,1945,Resumen de Nunca comas solo de Keith Ferrazzi y Tahl Raz,,PMP Management Factory,PMP Management Factory,6 mins,Unabridged Audiobook,Business & Careers,,,$9.03 
1945,1946,"Oh, the Places You'll Go!",,Dr. Seuss,John Lithgow,7 mins,Unabridged Audiobook,Children's Audiobooks,4.8,728.0,$3.93 
1946,1947,Fox in Socks,,Dr. Seuss,David Hyde Pierce,7 mins,Unabridged Audiobook,Children's Audiobooks,4.6,203.0,$2.79 
1947,1948,The Plan Episode 10: Paid to Podcast,,J.-M. Kuczynski,J.M. Kuczynski,7 mins,Unabridged Audiobook,,5,1.0,$3.95 
1948,1949,Sleeping Beauty,,Child's Play,Child's Play,7 mins,Unabridged Audiobook,Children's Audiobooks,,,$4.19 
1949,1950,X-rated Fairy Tales 2,The Wolf and the Lamb,Gina Pearl,Kitty Legree,7 mins,Unabridged Audiobook,Erotica,3.5,2.0,$3.95 
1950,1951,Resumen de De cero a uno de Peter Thiel,,PMP Management Factory,PMP Management Factory,7 mins,Unabridged Audiobook,Business & Careers,,,$9.03 
1951,1952,Dogger's Christmas,,Shirley Hughes,Olivia Colman,7 mins,Unabridged Audiobook,Children's Audiobooks,,,$13.08 
1952,1953,Resumen de Capacidad adaptativa de Juan Carlos Eichholz,,PMP Management Factory,PMP Management Factory,7 mins,Unabridged Audiobook,Business & Careers,,,$9.03 
1953,1954,The Sleepysaurus,"A Read Aloud Bedtime Story for Kids Who Love Stories & Dinosaurs - For Helping Children Fall to Sleep (Bedtime Stories for Kids, Book 1)",Jennifer Carter,Rod Johnson,8 mins,Unabridged Audiobook,Children's Audiobooks,4.4,417.0,$3.95 
1954,1955,The Very Hungry Caterpillar,,Eric Carle,Kevin R. Free,8 mins,Unabridged Audiobook,Children's Audiobooks,4.7,15.0,$7.00 
1955,1956,The Cat in the Hat,,Dr. Seuss,Kelsey Grammer,8 mins,Unabridged Audiobook,Children's Audiobooks,4.7,519.0,$2.79 
1956,1957,Goldilocks and the Three Bears,,James Marshall,Ian Thomson,8 mins,Unabridged Audiobook,Children's Audiobooks,4.6,78.0,$1.95 
1957,1958,Peter Rabbit,,Beatrix Potter,Emma Messenger,8 mins,Unabridged Audiobook,Children's Audiobooks,4.5,60.0,$0.69 
1958,1959,The Egg,,Andy Weir,R.C. Bray,8 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.4,3020.0,$2.99 
1959,1960,"Mighty, Mighty Construction Site",,Sherri Duskey Rinker,Dion Graham,8 mins,Unabridged Audiobook,Children's Audiobooks,4.7,55.0,$0.99 
1960,1961,The Con Is On,,Max Khan,T. Sassy,8 mins,Unabridged Audiobook,Health & Wellness,5,1.0,$3.95 
1961,1962,The Little Butterfly that Could,,Ross Burach,Matt Braver,8 mins,Unabridged Audiobook,Children's Audiobooks,5,2.0,$13.29 
1962,1963,The Cool Bean,,Jory John,Maxwell Glick,8 mins,Unabridged Audiobook,Children's Audiobooks,4.8,26.0,$2.27 
1963,1964,Shrek!,,William Steig,Stanley Tucci,8 mins,Unabridged Audiobook,Children's Audiobooks,4.3,21.0,$3.93 
1964,1965,Three Questions,,Leo Tolstoy,Michael Richards,8 mins,Unabridged Audiobook,Literature & Fiction,4.9,10.0,$4.19 
1965,1966,The First Hippo on the Moon,,David Walliams,David Walliams,8 mins,Unabridged Audiobook,Children's Audiobooks,5,1.0,$2.06 
1966,1967,Resumen de Cultura Toyota Kata de Gerardo Aulinger y Mike Rother,,PMP Management Factory,PMP Management Factory,8 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",,,$9.03 
1967,1968,Resumen de La transición al océano azul de Renée Mauborgne y W. Chan Kim,,PMP Management Factory,PMP Management Factory,8 mins,Unabridged Audiobook,Business & Careers,,,$9.03 
1968,1969,Resumen de El juego infinito de Simon Sinek,,PMP Management Factory,PMP Management Factory,8 mins,Unabridged Audiobook,Business & Careers,,,$9.03 
1969,1970,Resumen de El método Lean Startup de Eric Ries,,PMP Management Factory,PMP Management Factory,8 mins,Unabridged Audiobook,Business & Careers,,,$9.03 
1970,1971,The Hill We Climb,An Inaugural Poem for the Country,Amanda Gorman,Amanda Gorman,9 mins,Unabridged Audiobook,Literature & Fiction,4.9,415.0,$2.80 
1971,1972,One Fish Two Fish Red Fish Blue Fish,,Dr. Seuss,David Hyde Pierce,9 mins,Unabridged Audiobook,Children's Audiobooks,4.6,336.0,$2.79 
1972,1973,The Couch Potato,,Jory John,Kirby Heyborne,9 mins,Unabridged Audiobook,Children's Audiobooks,4.7,11.0,$2.27 
1973,1974,Andrew Cunanan: Short Spree Killer and Versace Nemesis,"Killer Bios, Book 1",A. Biographer,411 Audio,9 mins,Unabridged Audiobook,Biographies & Memoirs,3.8,4.0,$3.95 
1974,1975,"The Plan Episode 4: Anorexia, Prostitution, Rape",,J.-M. Kuczynski,Norma Jean Gradsky,9 mins,Unabridged Audiobook,Health & Wellness,5,5.0,$3.95 
1975,1976,Do the Crusaders Bring Disgrace?,A Brief Glance at the Christian Crusader Cause of the Middle Ages,A. Biographer,411 Audio,9 mins,Unabridged Audiobook,History,5,3.0,$3.95 
1976,1977,Two Grandmas for One Shira,,Pnina Frenkel,Pnina Frenkel,9 mins,Unabridged Audiobook,,,,$5.24 
1977,1978,Analysis of Andrew S. Grove's Only the Paranoid Survive by Milkyway Media,,Milkyway Media,Dwight Equitz,9 mins,Unabridged Audiobook,Business & Careers,2.5,38.0,$3.95 
1978,1979,What I Learned When I Quit Numbing My Feelings,"After Almost 40 Years, I Gave up Weed and It Was Life-Changing",Rachel Lewett,Rachel Lewett,9 mins,Unabridged Audiobook,Biographies & Memoirs,4,4.0,$3.95 
1979,1980,The Magic Faraway Tree: Silky's Story,,Enid Blyton,Beth Eyre,9 mins,Unabridged Audiobook,Children's Audiobooks,4,2.0,$4.36 
1980,1981,Moonface's Story,,Enid Blyton,Beth Eyre,9 mins,Unabridged Audiobook,Children's Audiobooks,,,$4.36 
1981,1982,The Three Little Pigs,,James Marshall,Fritz Weaver,10 mins,Unabridged Audiobook,Children's Audiobooks,4.5,293.0,$1.99 
1982,1983,Woman with the Water: Jesus and the Samaritan at the Well,"Biblical Vignettes, Book 1",Catcher O'Men,411 Audio,10 mins,Unabridged Audiobook,,4.6,8.0,$3.95 
1983,1984,Psychosis vs. Psychopathy,"The Plan, Episode 3",J.-M. Kuczynski,Norma Jean Gradsky,10 mins,Unabridged Audiobook,Literature & Fiction,3.9,7.0,$3.95 
1984,1985,Christians Who Dwell in Uganda,,Liberty Student,411 Audio,10 mins,Unabridged Audiobook,Religion & Spirituality,5,1.0,$3.95 
1985,1986,The Plan Episode 7,The Living Book,J.-M. Kuczynski,Norma Jean Gradsky,10 mins,Unabridged Audiobook,Education & Learning,5,3.0,$3.95 
1986,1987,Baby Shark...,The Big Adventure,Donald Kasen,Dennis Scott,10 mins,Unabridged Audiobook,Children's Audiobooks,,,$3.95 
1987,1988,A Book of Prayers for Children,"Talking to God About Different Things | Age 2 - 5, 6 - 8, 8 -10",Mel Madsen,Nan McNamara,10 mins,Unabridged Audiobook,Religion & Spirituality,5,22.0,$3.95 
1988,1989,Healthy Start,"A Story From Suddenly, a Knock on the Door",Etgar Keret,Ben Foster,10 mins,Unabridged Audiobook,Literature & Fiction,5,3.0,$18.89 
1989,1990,Resumen de Vayamos adelante de Sheryl Sandberg,,PMP Management Factory,PMP Management Factory,10 mins,Unabridged Audiobook,Business & Careers,,,$9.03 
1990,1991,"Brown Bear, Brown Bear, What Do You See?",,Bill Martin Jr.,Gwyneth Paltrow,11 mins,Unabridged Audiobook,Children's Audiobooks,4.4,188.0,$2.32 
1991,1992,Curious George Rides a Bike,,H. A. Rey,Bruce Johnson,11 mins,Unabridged Audiobook,Children's Audiobooks,4.6,344.0,$1.95 
1992,1993,Creation du Monde,,Max Khan,T. Sassy,11 mins,Unabridged Audiobook,,5,1.0,$3.95 
1993,1994,Dahmer vs. Gacy,Film Review So You Don't Have to Watch It,A. Zens,J. M. Kuczynski,11 mins,Unabridged Audiobook,Arts & Entertainment,5,4.0,$3.95 
1994,1995,"Osteoporosis, Exercise, and Prevention",What You Need to Know,Trevor Clinger,Richard Frances,11 mins,Unabridged Audiobook,Health & Wellness,5,7.0,$3.95 
1995,1996,Jack and the Beanstalk,,Richard Walker,Richard Hope,12 mins,Unabridged Audiobook,,4.7,59.0,$1.95 
1996,1997,How the Grinch Stole Christmas,,Dr. Seuss,Walter Matthau,12 mins,Unabridged Audiobook,Children's Audiobooks,4.6,1428.0,$2.79 
1997,1998,Rumple Buttercup,"A Story of Bananas, Belonging, and Being Yourself",Matthew Gray Gubler,Matthew Gray Gubler,12 mins,Unabridged Audiobook,Children's Audiobooks,5,1328.0,$7.00 
1998,1999,Bending over for Punishment,"Megan Moaning, Book 2",Anna Price,Layla Dawn,12 mins,Unabridged Audiobook,Erotica,5,3.0,$3.95 
1999,2000,The Big Fat Cow Goes Kapow,,Andy Griffiths,Stig Wemyss,12 mins,Unabridged Audiobook,,5,3.0,$17.47 
2000,2001,Los tres cerditos (Spanish Edition),,Giacomo Brunoro,narratore sconosciuto,12 mins,Unabridged Audiobook,Children's Audiobooks,4,3.0,$3.02 
2001,2002,The Ego,"""The Power of"" Series",Anonymous G.,Andrew Amador,12 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",5,6.0,$3.95 
2002,2003,Little Red Riding Hood,,Trina Schart Hyman,Erin Yuen,13 mins,Unabridged Audiobook,Children's Audiobooks,4.3,22.0,$6.99 
2003,2004,Quit Smoking Affirmations,Affirmations to Help You Stop Smoking Now and Quit Your Cigarette Addiction The Easy Way Without Painful Nicotine Withdrawal (Smoking Cessation),Maxwell Woodland,Ken Kamlet,13 mins,Unabridged Audiobook,Health & Wellness,5,44.0,$3.95 
2004,2005,The Plan Episode 6,The Veil of Ignorance,J.-M. Kuczynski,Norma Jean Gradsky,13 mins,Unabridged Audiobook,Literature & Fiction,5,4.0,$3.95 
2005,2006,Football Psychology,How First and Down Can Become Your Biggest Obstacle,A. Zens,411 Audio,13 mins,Unabridged Audiobook,Health & Wellness,5,5.0,$3.95 
2006,2007,Deux vilaines souris et Madame Trotte-Menu,,Beatrix Potter,Erik Bjork,13 mins,Unabridged Audiobook,Children's Audiobooks,4,1.0,$4.40 
2007,2008,La petite poule qui voulait voir la mer,,Christian Jolibois,André Dussollier,13 mins,Unabridged Audiobook,Children's Audiobooks,5,2.0,$13.35 
2008,2009,A Sendak Collection,,Maurice Sendak,Tom Hollander,13 mins,Unabridged Audiobook,Children's Audiobooks,,,$13.08 
2009,2010,Review and Analysis of: Dan Ariely's: Payoff: The Hidden Logic That Shapes Our Motivations,,Summary Shorts,Doron Alon,13 mins,Unabridged Audiobook,Business & Careers,,,$3.95 
2010,2011,Mistaken for a Call Girl: Sex with Stranger Erotica Story,,Dawn Devore,Layla Dawn,13 mins,Unabridged Audiobook,Erotica,4.5,2.0,$3.95 
2011,2012,Tales of the Full Moon: Merlin Monkey Learns a Lesson,,Sue Hart,Rula Lenska,13 mins,Unabridged Audiobook,Children's Audiobooks,,,$3.95 
2012,2013,Boardwalk Empire Free Bonus Material,The Speakeasy Guide to Prohibition Era Slang – Extended Edition,Kevin C. Fitzpatrick,Oliver Wyman,14 mins,Unabridged Audiobook,Education & Learning,3.8,1299.0,$0.00 
2013,2014,Daily Affirmations for Positive Thoughts,"Reprogram Your Subconscious Mind for Better Relationships, Increased Self Love, Success, Confidence, Happiness & Motivation for Men, Women & Teens",Maxwell Woodland,Daniel Taylor,14 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",5,45.0,$3.95 
2014,2015,Why Are There Bullies and What Can You Do About Them?,"An Interactive Book for Children, Parents, Counselors, and Teachers",Rich Linville,Jerry Fischer,14 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",5,2.0,$3.95 
2015,2016,Learn French with Innovative Language's Proven Language System - Level 1: Introduction to French,Introduction French #2,Innovative Language Learning,FrenchPod101.com,15 mins,Original Recording Audiobook,Education & Learning,3.2,511.0,$0.00 
2016,2017,The Lorax,,Dr. Seuss,Ted Danson,15 mins,Unabridged Audiobook,Children's Audiobooks,4.5,495.0,$2.79 
2017,2018,Affirmations for Productivity,"Daily Positive Subliminal Affirmations to Improve Focus and Concentration, Get Things Done, Earn More Money, Stop Procrastination and Achieve Success",Maxwell Woodland,Ken Kamlet,15 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",5,45.0,$3.95 
2018,2019,Learn Spanish with Innovative Language's Proven Language System - Level 1: Introduction to Spanish,Introduction Spanish #2,Innovative Language Learning,SpanishPod101.com,16 mins,Original Recording Audiobook,Education & Learning,3.1,787.0,$0.00 
2019,2020,Learn French with Innovative Language's Proven Language System - Level 3: Beginner French,Beginner French #29,Innovative Language Learning,FrenchPod101.com,16 mins,Original Recording Audiobook,Education & Learning,2.8,210.0,$0.00 
